brand,product name,class,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,OS,warranty
Asus,ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop,D,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,14,Windows 11 OS,1
Asus,ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop,D,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,Windows 11 OS,3
Asus,ROG Flow X13 GV302XV-MU016WS Gaming Laptop,D,7th Gen AMD Ryzen 9  7940HS,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4,Windows 11 OS,1
Asus,ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop,D,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,14,Windows 11 OS,2
Avita,Pura NS14A6 Laptop,A,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Vega 8,14,Windows 10 OS,1
AXL,Vayu Book LAP01 Laptop,A,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,Windows 11 OS,1
AXL,Vayu Book LAP02 Laptop,A,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD Graphics,15.6,Windows 11 OS,1
Chuwi,CoreBook X Laptop,A,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,2
Chuwi,CoreBook X Pro Laptop,A,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
Chuwi,FreeBook Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",12GB,LPDDR4,512GB,SSD,Intel Integrated Intel UHD Graphics,13.5,Windows 11 OS,1
Dell,Inspiron 3525 Laptop,A,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,Windows 11 OS,1
Dell,Vostro 3425 D552308WIN9B Laptop,A,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,AMD Radeon AMD,14,Windows 11 OS,1
Dell,Inspiron 3511 Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.56,Windows 11 OS,1
Dell,Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 3520 D560896WIN9B Laptop,A,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 3525 Laptop,A,5th Gen AMD Ryzen 3 5425U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,Windows 11 OS,2
Dell,Vostro 3425 Laptop,A,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
Dell,Vostro 15 3510 Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,Windows 11 OS,1
Dell,Vostro 3425 Laptop,A,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,A,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 3511 Laptop,B,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated,15.6,Windows 10 OS,2
Dell,Inspiron 3520 IN3520P9K46002ORS1 Laptop,B,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
Dell,Vostro 3425 Laptop,B,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
Dell,Vostro 3525 Laptop,B,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
Dell,Vostro 3430 Laptop,B,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
Dell,Inspiron 3525 D560927WIN9S Laptop,B,5th Gen AMD Ryzen 5  5500u,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,Windows 11 OS,1
Dell,Inspiron 3525 Laptop,B,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,Windows 11 OS,2
Dell,Inspiron 3530 2023 Laptop,B,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,1TB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
Dell,Inspiron 3535 Laptop,B,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 15 3530 Laptop,B,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
Dell,Inspiron 3530 2023 Laptop,B,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,1TB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,1
Dell,Vostro 3525 D560926WIN9B Laptop,B,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 3535 2023 Laptop,B,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,1TB,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1
Dell,Vostro 3520 Laptop,B,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1
Dell,Vostro 3425 M552321WIN9S Laptop,B,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
Dell,Inspiron 3511 Laptop,B,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 10  OS,2
Dell,Vostro 5625 laptop,B,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,16,Windows 11 OS,1
Dell,Vostro 3425 M552321WIN9S Laptop,B,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,Windows 11 OS,1
Dell,Inspiron 3520 Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Iris Xe Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 3501 Laptop,B,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Iris Xe Graphics,15.6,Windows 10 OS,2
Dell,Inspiron 3520 D560871WIN9B Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,2
Dell,Vostro 3420 Laptop,B,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Graphics,14,Windows 11 OS,2
Dell,Inspiron 15 3511 Laptop,B,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,Windows 11  OS,1
Dell,Vostro 5620 Laptop,B,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD,16,Windows 11  OS,1
Dell,Inspiron 3525 Laptop,B,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,Windows 11 OS,1
Dell,Vostro 3520 Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1
Dell,Inspiron 16 5635 Laptop,B,7th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,16,Windows 11 OS,1
Dell,Inspiron 7430 2 in 1 2023 Laptop,B,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,256GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
Dell,Vostro 3420 Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
Dell,Inspiron 3511 Laptop,B,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,1TB,Hard-Disk,2GB NVIDIA GeForce MX350,15.6,Windows 10 OS,1
Dell,Vostro 3430 VN3430RHXFG001ORB1 Laptop,B,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,B,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Graphics,15.6,Windows 11 OS,1
Dell,Latitude 3410 Laptop,B,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD,14,Ubuntu OS,2
Dell,Inspiron 7430 2 in 1 Laptop,C,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,1TB,SSD,Intel UHD Graphics,14,Windows 11 OS,2
Dell,Vostro 3530 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Graphics ,15.6,Windows 11 OS,2
Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Inspiron 3530 IN3530RW8JY001ORS1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,1TB,SSD,Intel Integrated Integrated Intel? UHD Graphics,15.6,Windows 11 OS,3
Dell,Inspiron 3530 IN3530NM1NN001ORS1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,3
Dell,Inspiron 5430 IN5430YXVW9M01ORS1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Dell,15 Inspiron 3530 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,1TB,SSD,Intel Integrated UHD,15.6,Windows 11 OS,2
Dell,Inspiron 14 5430 2023 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Latitude 3410 Laptop,C,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD,14,Ubuntu OS,2
Dell,Inspiron 5425 Laptop,C,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Radeon,14,Windows 11 OS,2
Dell,Inspiron 5518 D560667WIN9S Laptop,C,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,2GB NVIDIA GeForce MX450,15.6,Windows 11 OS,2
Dell,Inspiron 5518 Laptop,C,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,Windows 10 OS,1
Dell,Latitude 5420 Business Laptop,C,10th Gen Intel Core i5 10310U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 10  OS,1
Dell,Inspiron 3530 Laptop,C,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,2
Dell,Inspiron 5430 IN54308TR2G001ORS1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,2
Dell,Inspiron 7430 IC7430PXXWC001ORS1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Dell,Inspiron 2023 14 5430 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Inspiron 5420 Laptop,C,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,Intel Integrated UHD,14,Windows 11 OS,1
Dell,Inspiron 3530 15 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,15.6,Windows 11 OS,2
Dell,G15-5530 GN553064GRM002ORB1 Gaming Laptop,C,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",8GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Dell,Inspiron 5630 Laptop,C,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,16,Windows 11 OS,1
Dell,Inspiron 7430 2023 2 in 1 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Dell,G15-5520 2023 Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Dell,Inspiron 5620 ICC-C783531WIN8 Laptop,C,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,2GB NVIDIA GeForce MX570,16,Windows 11  OS,3
Dell,Inspiron 5330 Laptop,C,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,2
Dell,G15-5525 Gaming Laptop,C,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1
Dell,Inspiron 5430 2023 Laptop,C,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,3
Dell,Inspiron 5430 Laptop,C,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Inspiron 5430 IN54308DXWP001ORS1 Laptop,C,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,3
Dell,Inspiron 5330 2023 Laptop,C,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,1
Dell,Inspiron 7430 2 in 1 Touch Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Dell,Inspiron 5370 Laptop,C,8th Gen Intel Core i7 8550U,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,4GB Geforce MX130,13.3,Windows 10 OS,3
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,C,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Latitude 13 5320 2 in 1 Laptop,C,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,13.3,Windows 10  OS,1
Dell,G15-5530 GN5530D83M6002ORB1 Gaming Laptop,D,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2
Dell,Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop,D,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,16,Windows 11 OS,3
Dell,Inspiron 7420 2in1 Laptop,D,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Inspiron 7430 2 in 1 Touch Laptop,D,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,1
Dell,Inspiron 13 5330 Laptop,D,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,2
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,D,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,3
Dell,Latitude 3430 Laptop,D,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,3
Dell,Latitude 7420 Laptop,D,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,Windows 10 OS,3
Dell,G15-5530 Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1
Dell,G15-5530 2023 Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1
Dell,G15-5530 Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,1
Dell,G15-5530 Gaming 2023 Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2
Dell,G15-5530 15 2023 Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,2
Dell,?G16-7630 2023 Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,Windows 11 OS,1
Dell,?G16-7630 2023 Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,Windows 11 OS,1
Dell,2023 ?G16-7630 Gaming Laptop,D,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,Windows 11 OS,3
Dell,Precision 5550 Laptop,D,10th Gen Intel Core i7 10750H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA ,15.6,Windows 10 OS,2
Dell,?G16-7630 Gaming Laptop,D,13th Gen Intel Core i9 13900HX ,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,Windows 11 OS,3
Dell,Alienware m16 2023 Gaming Laptop,D,7th Gen Amd Ryzen 7 7745HX,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GEFORCE RTX 4060,16,Windows 11 OS,3
Fujitsu,CH? 4ZR1L82433 Laptop,C,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,2
Fujitsu,UH-X ?4ZR1M37246 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Fujitsu,UH-X ?4ZR1L12857 Laptop,C,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Fujitsu,CH? 4ZR1L82434 Laptop,C,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,13.3,Windows 11 OS,2
Fujitsu,UH-X ?4ZR1L12856 Laptop,C,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Fujitsu,UH-X ?4ZR1L73352 2-in-1 Laptop,D,13th Gen Intel Core i7 1360p,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,Windows 11 OS,2
Gigabyte,G5 KE RC55KE Laptop,C,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 3060,15.6,Windows 11 OS,2
Gigabyte,G5 KF-E3IN313SH Laptop,D,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2
Gigabyte,Aorus 15 9KF Gaming Laptop,D,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2
Gigabyte,G6 KF Gaming Laptop,D,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16,Windows 11 OS,3
Gigabyte,G5 MF-E2IN313SHLaptop,D,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,2
Gigabyte,Aorus 15 9SF Gaming Laptop,D,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,Windows 11  OS,2
Gigabyte,Aero 14 OLED BMF Laptop,D,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,14,Windows 11 OS,2
Gigabyte,Aero 16 XE5 OLED Laptop,D,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070Ti,16,Windows 11  OS,2
Honor,MagicBook 14 WDQ9BHNE Laptop,B,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,14,Windows 11 OS,1
Honor,MagicBook X14 2023 ?FRI-F56 Laptop,B,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
HP,Chromebook 15a-na0012TU Laptop,A,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB,LPDDR4x,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6,Chrome OS,2
HP,255 G9 840T7PA Laptop,A,3rd Gen AMD Athlon 3050U,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,AMD Integrated,15.6,DOS OS,1
HP,255 G8 Laptop,A,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,AMD Integrated,15.6,Windows 11 OS,1
HP,Chromebook 15a-na0012TU Laptop,A,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB,LPDDR4x,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6,Chrome OS,1
HP,255 G9 841W6PA Laptop,A,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,DOS 3.0 OS,1
HP,14s-dr3002TU Laptop,A,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,Windows 11 OS,1
HP,255 G9 841W6PA Laptop,A,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,DOS 3.0 OS,1
